run_id,scenario_id,t,x,y,theta,v,omega,e_line,line_loss_flag,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,obstacle_flag,fault_flag,u_L,u_R,sat_flag_L,sat_flag_R,safety_violation,notes
Demo_S1_realPlant_S1,S1,0,0.05016,0,-0.00025,0.016,-0.025,0.05,0,0.990952016097677,0.871947911703174,0.56135372249256,0.392554565258762,0.204274003880794,0,0,0.45,0.35,0,0,0,
Demo_S1_realPlant_S1,S1,0.01,0.0504693333236667,-7.73333325277778e-08,-0.000734133333333334,0.0309333333333333,-0.0484133333333333,0.05016,0,0.953412760561924,0.824991916089233,0.611442257551948,0.445199498181969,0.252149821233147,0,0,0.45016,0.34984,0,0,0,
Demo_S1_realPlant_S1,S1,0.02,0.050918044313861,-4.06747086641793e-07,-0.00143833777772944,0.0448711111111111,-0.0704204444396111,0.0504693333236667,0,0.95131935648386,0.891241016603455,0.615345610019708,0.369133917101314,0.208869453711128,0,0,0.450469333323667,0.349530666676333,0,0,0,
Demo_S1_realPlant_S1,S1,0.03,0.0514968407521859,-1.23925244359996e-06,-0.00235018548073512,0.0578797037037037,-0.0911847703005675,0.050918044313861,0,0.972341709425971,0.823496592780457,0.625189417041427,0.393905828450673,0.21977699172873,0,0,0.450918044313861,0.349081955686139,0,0,0,
Demo_S1_realPlant_S1,S1,0.04,0.0521970493863264,-2.88487563883963e-06,-0.00345872754063468,0.0700210567901235,-0.110854205989956,0.0514968407521859,0,0.987340336720122,0.79588310105119,0.602723219601878,0.392350340358352,0.197211531460718,0,0,0.451496840752186,0.348503159247814,0,0,0,
Demo_S1_realPlant_S1,S1,0.05,0.0530105743836598,-5.69864817231601e-06,-0.00475435204347257,0.0813529863374486,-0.129562450283789,0.0521970493863264,0,0.991377405245609,0.827287850013342,0.573827244676299,0.358456864796315,0.166928668330313,0,0,0.452197049386326,0.347802950613674,0,0,0,
Demo_S1_realPlant_S1,S1,0.06,0.0539298585330248,-1.00692815774979e-05,-0.0062286544513729,0.091929453914952,-0.147430240790033,0.0530105743836598,0,0.984477297020157,0.781230206579786,0.548676583141812,0.328158133530047,0.11836742632812,0,0,0.45301057438366,0.34698942561634,0,0,0,
Demo_S1_realPlant_S1,S1,0.07,0.0549478470222351,-1.64100621117377e-05,-0.00787431932474499,0.101800823653955,-0.16456648733721,0.0539298585330248,0,0.990698645494198,0.800836957561022,0.543856646960519,0.362577341431412,0.137036162035342,0,0,0.453929858533025,0.346070141466975,0,0,0,
Demo_S1_realPlant_S1,S1,0.08,0.056057953626089,-2.51515766679979e-05,-0.00968501244167013,0.111014102077025,-0.181069311692513,0.0549478470222351,0,0.954244217302631,0.778440075978803,0.55308517056506,0.33142385202781,0.147510811279512,0,0,0.454947847022235,0.345052152977765,0,0,0,
Demo_S1_realPlant_S1,S1,0.09,0.0572540291476595,-3.67359451803769e-05,-0.011655282452264,0.119613161938557,-0.19702700105939,0.056057953626089,0,0.949123199686165,0.767716430772375,0.54594605641968,0.336314141244713,0.180154854079664,0,0,0.456057953626089,0.343942046373911,0,0,0,
Demo_S1_realPlant_S1,S1,0.1,0.0585303319641121,-5.16122886354994e-05,-0.0137804712745566,0.127638951142653,-0.21251888222926,0.0572540291476595,0,0.924906833470984,0.759152451887082,0.494845673333493,0.280859529357015,0.150698798890102,0,0,0.45725402914766,0.342745970852341,0,0,0,
Demo_S1_realPlant_S1,S1,0.11,0.0598815005368974,-7.02332070675279e-05,-0.0160566325018503,0.135129687733143,-0.227616122729366,0.0585303319641121,0,0.964256717323589,0.727690400176228,0.511437182054986,0.286805399458048,0.165836312397465,0,0,0.458530331964112,0.341469668035888,0,0,0,
Demo_S1_realPlant_S1,S1,0.12,0.0613025277546762,-9.30520799315399e-05,-0.0184804571500089,0.142121041884266,-0.242382464815857,0.0598815005368974,0,0.902170098305574,0.728146299935985,0.499187712985265,0.301128026559337,0.166890162410231,0,0,0.459881500536897,0.340118499463103,0,0,0,
Demo_S1_realPlant_S1,S1,0.13,0.0627887369856321,-0.000120521033143814,-0.0210492061270636,0.148646305758649,-0.256874897705471,0.0613025277546762,0,0.914902747501465,0.681059180892186,0.456765342390963,0.245394154802577,0.175465810302203,0,0,0.461302527754676,0.338697472245324,0,0,0,
Demo_S1_realPlant_S1,S1,0.14,0.0643357597237952,-0.000153089443803313,-0.0237606488572428,0.154736552041405,-0.271144273017923,0.0627887369856321,0,0.888961841399541,0.708290263763128,0.450684476287684,0.271714489199416,0.105609174322168,0,0,0.462788736985632,0.337211263014368,0,0,0,
Demo_S1_realPlant_S1,S1,0.15,0.0659395147216047,-0.000191202875976195,-0.0266130075373624,0.160420781905312,-0.285235868011958,0.0643357597237952,0,0.860156896111389,0.646424612233354,0.446765664673879,0.237607922014156,0.109491963601791,0,0,0.464335759723795,0.335664240276205,0,0,0,
